,gender,age,state,Household Size,Household Income,income
19090,Male,58.0,Sarawak,2 orang,4552.1665,4552.1665
19091,Male,56.0,Sarawak,1 orang,4552.25,4552.25
19098,Male,41.0,Sarawak,5 orang,4553.5835,2683.25
19116,Male,64.0,Sarawak,3 orang,4556.3335,4186.9165
19118,Male,31.0,Sarawak,1 orang,4556.8335,4556.8335
19121,Male,44.0,Sarawak,4 orang,4557.0835,4557.0835
19138,Male,40.0,Sarawak,1 orang,4561.4165,4561.4165
19147,Male,26.0,Sarawak,3 orang,4564.0,2828.1667
19151,Male,49.0,Sarawak,3 orang,4565.0835,2765.6667
19154,Male,33.0,Sarawak,6 orang dan lebih,4565.25,2057.4167
19156,Male,61.0,Sarawak,2 orang,4565.4165,4565.4165
19157,Male,60.0,Sarawak,2 orang,4565.4165,4565.4165
19161,Male,77.0,Sarawak,5 orang,4566.1665,2680.8333
19162,Male,62.0,Sarawak,2 orang,4566.1665,4566.1665
19169,Male,29.0,Sarawak,1 orang,4567.1665,4567.1665
19170,Female,61.0,Sarawak,6 orang dan lebih,4567.1665,2961.6667
19174,Female,38.0,Sarawak,6 orang dan lebih,4568.6665,2602.8333
19185,Female,73.0,Sarawak,4 orang,4571.3335,2131.6667
19192,Male,53.0,Sarawak,6 orang dan lebih,4572.9165,2671.75
19197,Male,54.0,Sarawak,4 orang,4574.4165,2728.25
19198,Male,64.0,Sarawak,2 orang,4574.5,4574.5
19200,Male,42.0,Sarawak,3 orang,4574.6665,4574.6665
19205,Male,47.0,Sarawak,5 orang,4576.8335,4576.8335
19206,Male,49.0,Sarawak,4 orang,4577.0,4577.0
19207,Male,49.0,Sarawak,4 orang,4577.0,3318.1667
19214,Male,56.0,Sarawak,4 orang,4577.9165,2843.75
19215,Male,64.0,Sarawak,2 orang,4578.1665,4578.1665
19225,Male,63.0,Sarawak,2 orang,4581.0,4581.0
19226,Male,56.0,Sarawak,3 orang,4581.0,4581.0
19230,Male,27.0,Sarawak,3 orang,4581.8335,2758.8333
19241,Male,82.0,Sarawak,3 orang,4583.3335,4583.3335
19244,Male,54.0,Sarawak,6 orang dan lebih,4583.3335,1115.0
19249,Male,60.0,Sarawak,6 orang dan lebih,4584.125,2426.7917
19257,Female,60.0,Sarawak,4 orang,4585.8335,3473.3333
19261,Male,34.0,Sarawak,6 orang dan lebih,4586.6665,4586.6665
19263,Male,36.0,Sarawak,4 orang,4587.0415,4587.0415
19264,Male,47.0,Sarawak,6 orang dan lebih,4587.3335,2083.8333
19266,Male,72.0,Sarawak,6 orang dan lebih,4587.5,4180.0
19279,Male,36.0,Sarawak,6 orang dan lebih,4588.8335,3217.4167
19290,Male,59.0,Sarawak,4 orang,4591.4165,4591.4165
19298,Male,60.0,Sarawak,2 orang,4592.9165,4592.9165
19299,Male,43.0,Sarawak,6 orang dan lebih,4592.9165,3299.0
19300,Male,52.0,Sarawak,5 orang,4592.9165,4592.9165
19303,Male,39.0,Sarawak,6 orang dan lebih,4593.5835,2730.6667
19305,Male,30.0,Sarawak,5 orang,4594.1665,4594.1665
19306,Male,52.0,Sarawak,6 orang dan lebih,4594.5,1649.1666
19307,Male,37.0,Sarawak,5 orang,4594.8335,4594.8335
19309,Male,40.0,Sarawak,5 orang,4595.9165,4595.9165
19311,Male,58.0,Sarawak,4 orang,4596.8335,1815.3334
19314,Male,47.0,Sarawak,4 orang,4597.9165,4597.9165
19315,Male,43.0,Sarawak,3 orang,4598.0835,4598.0835
19316,Female,52.0,Sarawak,2 orang,4598.0835,4598.0835
19318,Male,49.0,Sarawak,5 orang,4598.6665,4598.6665
19321,Male,37.0,Sarawak,6 orang dan lebih,4599.0,2557.4167
19322,Male,46.0,Sarawak,6 orang dan lebih,4599.1665,2597.6667
19325,Male,41.0,Sarawak,1 orang,4600.75,4600.75
19328,Male,57.0,Sarawak,3 orang,4601.5835,3830.75
19339,Male,61.0,Sarawak,4 orang,4603.75,4603.75
19340,Male,65.0,Sarawak,5 orang,4604.0,1526.6666
19342,Male,36.0,Sarawak,4 orang,4604.4165,4604.4165
19344,Female,55.0,Sarawak,3 orang,4604.8335,1114.1666
19350,Male,66.0,Sarawak,2 orang,4606.0835,4606.0835
19365,Female,42.0,Sarawak,3 orang,4609.6665,4609.6665
19369,Male,49.0,Sarawak,4 orang,4610.5,4610.5
19374,Male,43.0,Sarawak,4 orang,4612.0,1960.3334
19375,Female,32.0,Sarawak,1 orang,4612.0,4612.0
19381,Male,64.0,Sarawak,2 orang,4613.25,3259.0833
19389,Male,58.0,Sarawak,5 orang,4615.9165,4615.9165
19391,Male,35.0,Sarawak,3 orang,4616.5,4616.5
19395,Female,33.0,Sarawak,5 orang,4617.0,2185.4167
19396,Male,25.0,Sarawak,3 orang,4617.0,2655.8333
19400,Male,59.0,Sarawak,5 orang,4618.0835,4618.0835
19403,Male,28.0,Sarawak,2 orang,4619.1665,4619.1665
19405,Male,59.0,Sarawak,5 orang,4620.75,2626.1667
19408,Male,42.0,Sarawak,5 orang,4621.9585,4621.9585
19409,Female,57.0,Sarawak,2 orang,4622.3335,2502.5833
19411,Male,62.0,Sarawak,3 orang,4622.75,4622.75
19412,Male,24.0,Sarawak,2 orang,4623.1665,4623.1665
19414,Male,32.0,Sarawak,3 orang,4624.1665,2294.75
19415,Male,31.0,Sarawak,5 orang,4624.4165,4624.4165
19416,Male,60.0,Sarawak,3 orang,4624.4165,2978.0833
19421,Male,44.0,Sarawak,3 orang,4625.5,4625.5
19423,Male,52.0,Sarawak,6 orang dan lebih,4625.9165,1597.75
19424,Male,54.0,Sarawak,3 orang,4626.0835,3910.0
19426,Male,70.0,Sarawak,6 orang dan lebih,4627.4165,2183.3333
19427,Male,28.0,Sarawak,2 orang,4627.5835,2794.8333
19428,Male,60.0,Sarawak,4 orang,4627.75,2400.5833
19430,Male,46.0,Sarawak,5 orang,4627.8335,3245.3333
19432,Male,83.0,Sarawak,3 orang,4628.4165,4628.4165
19437,Male,67.0,Sarawak,2 orang,4629.3335,3036.5833
19444,Male,62.0,Sarawak,5 orang,4631.6665,4631.6665
19449,Male,45.0,Sarawak,1 orang,4633.0835,4633.0835
19455,Male,58.0,Sarawak,4 orang,4634.1665,3584.1667
19460,Female,23.0,Sarawak,3 orang,4635.0,2747.5
19466,Male,46.0,Sarawak,1 orang,4636.3335,4636.3335
19470,Male,30.0,Sarawak,5 orang,4637.5,3321.25
19474,Male,25.0,Sarawak,4 orang,4638.5,2470.2917
19479,Male,35.0,Sarawak,5 orang,4639.1665,4639.1665
19485,Male,43.0,Sarawak,6 orang dan lebih,4640.0,2871.6667
19487,Male,69.0,Sarawak,6 orang dan lebih,4640.3335,2488.0
19489,Male,32.0,Sarawak,4 orang,4640.6665,3586.9167
19490,Male,73.0,Sarawak,2 orang,4640.9165,4640.9165
19492,Male,37.0,Sarawak,5 orang,4641.1665,4641.1665
19493,Male,51.0,Sarawak,5 orang,4641.25,3242.25
19498,Female,50.0,Sarawak,6 orang dan lebih,4642.0835,1886.0834
19500,Male,57.0,Sarawak,3 orang,4643.0,4643.0
19505,Male,43.0,Sarawak,4 orang,4644.5835,4644.5835
19513,Male,49.0,Sarawak,5 orang,4646.3335,2802.5
19520,Male,68.0,Sarawak,1 orang,4647.5,4647.5
19527,Male,49.0,Sarawak,3 orang,4649.9165,3595.4167
19530,Male,37.0,Sarawak,1 orang,4650.5835,4650.5835
19531,Male,53.0,Sarawak,3 orang,4650.8335,4650.8335
19541,Male,33.0,Sarawak,3 orang,4652.1665,2776.6667
19545,Male,44.0,Sarawak,3 orang,4652.9165,4652.9165
19555,Male,38.0,Sarawak,2 orang,4654.0,4654.0
19557,Female,31.0,Sarawak,5 orang,4654.4165,4654.4165
19559,Male,40.0,Sarawak,5 orang,4654.6665,2657.1667
19568,Male,28.0,Sarawak,1 orang,4656.8335,4656.8335
19570,Male,49.0,Sarawak,4 orang,4657.0835,2828.8333
19572,Male,34.0,Sarawak,5 orang,4657.6665,2027.5
19573,Male,24.0,Sarawak,4 orang,4657.8335,4657.8335
19576,Male,41.0,Sarawak,4 orang,4658.0,4658.0
19577,Female,57.0,Sarawak,6 orang dan lebih,4658.0,2862.5
19578,Female,62.0,Sarawak,4 orang,4658.25,1496.0834
19579,Female,29.0,Sarawak,1 orang,4658.375,4658.375
19587,Male,27.0,Sarawak,3 orang,4661.1665,2841.6667
19588,Female,32.0,Sarawak,3 orang,4661.6665,4661.6665
19590,Male,24.0,Sarawak,3 orang,4661.75,2431.5833
19591,Male,35.0,Sarawak,5 orang,4661.8335,4661.8335
19598,Male,40.0,Sarawak,1 orang,4662.5835,4662.5835
19599,Male,33.0,Sarawak,4 orang,4662.6665,4662.6665
19603,Male,51.0,Sarawak,1 orang,4663.3335,4663.3335
19606,Female,48.0,Sarawak,6 orang dan lebih,4664.5,2858.4167
19608,Male,47.0,Sarawak,6 orang dan lebih,4664.5835,1788.8334
19611,Male,68.0,Sarawak,2 orang,4665.0,4665.0
19612,Male,37.0,Sarawak,6 orang dan lebih,4665.0,4665.0
19618,Male,72.0,Sarawak,6 orang dan lebih,4666.1665,1220.5
19623,Male,59.0,Sarawak,3 orang,4666.8335,4666.8335
19635,Male,46.0,Sarawak,6 orang dan lebih,4668.9165,2772.4167
19638,Male,32.0,Sarawak,3 orang,4669.9165,2778.6667
19641,Male,43.0,Sarawak,5 orang,4670.4165,2952.5833
19644,Male,43.0,Sarawak,6 orang dan lebih,4670.6665,4670.6665
19649,Female,28.0,Sarawak,3 orang,4672.0,4672.0
19650,Female,24.0,Sarawak,1 orang,4672.0835,4672.0835
19651,Male,41.0,Sarawak,4 orang,4672.4165,4672.4165
19658,Female,33.0,Sarawak,1 orang,4673.6665,4673.6665
19659,Male,35.0,Sarawak,4 orang,4673.9165,2505.0
19666,Female,75.0,Sarawak,2 orang,4675.4165,2645.4167
19667,Male,47.0,Sarawak,6 orang dan lebih,4675.5835,4675.5835
19670,Male,36.0,Sarawak,3 orang,4675.9165,3098.5833
19680,Male,33.0,Sarawak,1 orang,4678.0,4678.0
19683,Male,78.0,Sarawak,4 orang,4678.5,2994.1667
19701,Male,54.0,Sarawak,4 orang,4681.75,3398.0
19708,Male,32.0,Sarawak,3 orang,4683.0835,4683.0835
19709,Male,54.0,Sarawak,5 orang,4683.1665,1918.1666
19711,Male,41.0,Sarawak,2 orang,4683.3335,4683.3335
19716,Female,68.0,Sarawak,3 orang,4683.75,1891.75
19722,Male,41.0,Sarawak,6 orang dan lebih,4685.0835,3251.75
19726,Male,65.0,Sarawak,4 orang,4686.0,2170.1667
19737,Male,32.0,Sarawak,2 orang,4687.75,4687.75
19739,Male,53.0,Sarawak,4 orang,4688.0835,2651.4167
19743,Female,45.0,Sarawak,6 orang dan lebih,4688.9165,4688.9165
19745,Male,37.0,Sarawak,6 orang dan lebih,4689.75,2707.8333
19748,Male,36.0,Sarawak,4 orang,4690.9165,1823.8334
19749,Male,35.0,Sarawak,2 orang,4690.9165,4690.9165
19758,Female,46.0,Sarawak,1 orang,4692.75,4692.75
19760,Female,33.0,Sarawak,3 orang,4693.4165,4693.4165
19763,Female,56.0,Sarawak,6 orang dan lebih,4694.4165,1506.3334
19768,Female,26.0,Sarawak,2 orang,4694.9165,2969.9167
19769,Male,45.0,Sarawak,1 orang,4695.1665,4695.1665
19770,Male,28.0,Sarawak,4 orang,4695.4165,3097.1667
19771,Male,50.0,Sarawak,3 orang,4696.0,4696.0
19773,Male,45.0,Sarawak,3 orang,4696.4165,2767.9167
19775,Male,45.0,Sarawak,5 orang,4696.5835,2850.0
19777,Male,38.0,Sarawak,5 orang,4696.6665,4696.6665
19780,Male,33.0,Sarawak,4 orang,4697.6665,2979.75
19782,Female,61.0,Sarawak,4 orang,4697.8335,2382.0
19789,Male,27.0,Sarawak,2 orang,4699.8335,2435.25
19799,Male,29.0,Sarawak,6 orang dan lebih,4701.8335,4701.8335
19800,Male,29.0,Sarawak,4 orang,4701.9165,2151.9167
19802,Female,35.0,Sarawak,3 orang,4702.25,4702.25
19803,Male,68.0,Sarawak,3 orang,4702.3335,4702.3335
19807,Male,45.0,Sarawak,4 orang,4703.25,2766.6667
19808,Male,23.0,Sarawak,4 orang,4703.3335,4703.3335
19811,Male,48.0,Sarawak,5 orang,4703.3335,4703.3335
19813,Male,33.0,Sarawak,1 orang,4703.4165,4703.4165
19814,Male,62.0,Sarawak,5 orang,4703.5835,2204.0
19815,Male,55.0,Sarawak,3 orang,4704.0,4704.0
19818,Female,39.0,Sarawak,5 orang,4704.1665,4704.1665
19819,Male,52.0,Sarawak,6 orang dan lebih,4704.1665,2798.0
19822,Male,58.0,Sarawak,5 orang,4704.8335,839.1667
19828,Female,25.0,Sarawak,4 orang,4707.6665,4707.6665
19831,Male,27.0,Sarawak,6 orang dan lebih,4708.4165,2216.9167
19837,Male,40.0,Sarawak,5 orang,4710.3335,4710.3335
19842,Female,33.0,Sarawak,1 orang,4711.0835,4711.0835
19844,Male,43.0,Sarawak,5 orang,4711.4165,3606.8333
19854,Male,62.0,Sarawak,2 orang,4713.5,2597.5833
19858,Male,59.0,Sarawak,2 orang,4714.6665,4714.6665
19861,Male,31.0,Sarawak,4 orang,4714.9165,2004.8334
19862,Male,30.0,Sarawak,6 orang dan lebih,4715.0,2793.5833
19863,Male,45.0,Sarawak,6 orang dan lebih,4715.4165,4715.4165
19864,Male,38.0,Sarawak,1 orang,4715.5,4715.5
19865,Male,49.0,Sarawak,3 orang,4715.5,4715.5
19868,Female,25.0,Sarawak,5 orang,4716.0,3362.8333
19869,Male,63.0,Sarawak,3 orang,4716.0,2032.6666
19878,Female,39.0,Sarawak,3 orang,4716.8335,2348.8333
19879,Male,35.0,Sarawak,5 orang,4716.8335,2755.75
19883,Male,55.0,Sarawak,2 orang,4717.25,4717.25
19887,Male,57.0,Sarawak,4 orang,4718.25,4718.25
19892,Male,37.0,Sarawak,4 orang,4719.0,4719.0
19896,Male,40.0,Sarawak,5 orang,4719.75,3744.3333
19900,Male,41.0,Sarawak,6 orang dan lebih,4720.25,2299.25
19903,Male,45.0,Sarawak,5 orang,4721.5,3815.0
19905,Female,64.0,Sarawak,1 orang,4722.0835,4722.0835
19908,Female,52.0,Sarawak,3 orang,4722.75,2550.8333
19910,Male,70.0,Sarawak,6 orang dan lebih,4723.0,1998.75
19912,Male,47.0,Sarawak,5 orang,4724.25,4724.25
19919,Female,48.0,Sarawak,3 orang,4726.0,4726.0
19924,Male,52.0,Sarawak,5 orang,4727.1665,2207.0
19925,Male,36.0,Sarawak,4 orang,4727.25,2833.0
19926,Male,33.0,Sarawak,2 orang,4727.5835,4727.5835
19928,Male,23.0,Sarawak,2 orang,4727.9165,2826.4167
19931,Female,46.0,Sarawak,2 orang,4728.1665,4728.1665
19932,Male,59.0,Sarawak,3 orang,4728.1665,4728.1665
19934,Female,31.0,Sarawak,1 orang,4728.8335,4728.8335
19935,Male,59.0,Sarawak,2 orang,4728.8335,4246.0
19937,Male,35.0,Sarawak,1 orang,4729.0,4729.0
19944,Male,25.0,Sarawak,3 orang,4731.5,1790.4166
19950,Male,54.0,Sarawak,3 orang,4732.3335,4732.3335
19952,Male,41.0,Sarawak,5 orang,4732.6665,4732.6665
19954,Male,32.0,Sarawak,1 orang,4733.0415,4733.0415
19955,Male,62.0,Sarawak,4 orang,4733.1665,2665.6667
19959,Male,27.0,Sarawak,1 orang,4733.9585,4733.9585
19960,Male,42.0,Sarawak,1 orang,4734.0,4734.0
19961,Male,42.0,Sarawak,1 orang,4734.6665,4734.6665
19966,Male,40.0,Sarawak,5 orang,4736.1665,4736.1665
19970,Male,54.0,Sarawak,5 orang,4736.8335,2657.5
19985,Female,40.0,Sarawak,1 orang,4740.0,4740.0
19987,Male,49.0,Sarawak,4 orang,4740.1665,3012.9167
19989,Male,36.0,Sarawak,6 orang dan lebih,4740.75,2420.75
20001,Male,47.0,Sarawak,3 orang,4742.5,4742.5
20004,Male,64.0,Sarawak,4 orang,4743.3335,2607.0
20007,Male,59.0,Sarawak,2 orang,4743.3335,3243.3333
20013,Male,33.0,Sarawak,2 orang,4744.9165,4744.9165
20015,Female,57.0,Sarawak,6 orang dan lebih,4745.1665,1911.75
20016,Male,30.0,Sarawak,4 orang,4745.8335,4745.8335
20021,Male,32.0,Sarawak,1 orang,4747.0,4747.0
20031,Male,45.0,Sarawak,2 orang,4749.5835,4749.5835
20032,Male,46.0,Sarawak,5 orang,4749.8335,3254.5
20044,Male,59.0,Sarawak,3 orang,4752.25,4752.25
20057,Male,27.0,Sarawak,1 orang,4755.4585,4755.4585
20059,Male,33.0,Sarawak,3 orang,4755.5835,4755.5835
20061,Male,39.0,Sarawak,6 orang dan lebih,4755.9165,4755.9165
20066,Male,46.0,Sarawak,4 orang,4756.6665,2491.75
20068,Male,35.0,Sarawak,1 orang,4757.25,4757.25
20070,Female,33.0,Sarawak,4 orang,4758.0,2758.3333
20071,Female,30.0,Sarawak,5 orang,4758.375,2743.4583
20075,Male,48.0,Sarawak,5 orang,4758.9165,3088.0
20076,Male,43.0,Sarawak,5 orang,4759.1665,3343.0
20079,Male,58.0,Sarawak,2 orang,4759.8335,4759.8335
20081,Male,35.0,Sarawak,4 orang,4760.0835,4760.0835
20083,Male,62.0,Sarawak,4 orang,4760.5,4760.5
20084,Male,48.0,Sarawak,6 orang dan lebih,4760.5,4760.5
20093,Female,35.0,Sarawak,1 orang,4762.4165,4762.4165
20105,Female,48.0,Sarawak,6 orang dan lebih,4764.3335,3643.3333
20106,Male,28.0,Sarawak,1 orang,4764.4165,4764.4165
20107,Male,36.0,Sarawak,6 orang dan lebih,4764.5,2917.1667
20111,Male,50.0,Sarawak,4 orang,4765.0835,3404.6667
20112,Male,60.0,Sarawak,6 orang dan lebih,4765.0835,1997.25
20113,Male,41.0,Sarawak,3 orang,4765.1665,3021.4167
20114,Male,47.0,Sarawak,5 orang,4765.6665,4765.6665
20118,Male,35.0,Sarawak,4 orang,4767.4165,2630.3333
20121,Male,44.0,Sarawak,5 orang,4767.8335,2840.8333
20123,Male,45.0,Sarawak,5 orang,4768.3335,3844.8333
20126,Male,75.0,Sarawak,1 orang,4769.1665,4769.1665
20130,Male,31.0,Sarawak,3 orang,4769.75,2738.5
20131,Male,39.0,Sarawak,6 orang dan lebih,4769.8335,2789.6667
20135,Male,37.0,Sarawak,1 orang,4770.75,4770.75
20141,Male,31.0,Sarawak,1 orang,4772.2085,4772.2085
20149,Male,36.0,Sarawak,4 orang,4773.25,3004.0833
20153,Male,53.0,Sarawak,2 orang,4774.9165,4774.9165
20156,Male,67.0,Sarawak,2 orang,4775.1665,4775.1665
20158,Male,61.0,Sarawak,3 orang,4775.25,4775.25
20159,Male,37.0,Sarawak,5 orang,4775.3335,4775.3335
20160,Female,31.0,Sarawak,6 orang dan lebih,4775.4165,2098.0
20165,Male,32.0,Sarawak,4 orang,4776.4165,2437.5
20167,Female,29.0,Sarawak,3 orang,4777.4165,4777.4165
20168,Male,70.0,Sarawak,4 orang,4777.5,4277.8335
20170,Male,45.0,Sarawak,3 orang,4777.5835,4777.5835
20175,Female,33.0,Sarawak,4 orang,4778.8335,2964.3333
20176,Female,38.0,Sarawak,3 orang,4779.0,4779.0
20177,Male,50.0,Sarawak,6 orang dan lebih,4779.0835,2152.8333
20180,Male,50.0,Sarawak,4 orang,4779.1665,2956.25
20187,Male,36.0,Sarawak,5 orang,4780.8335,4780.8335
20189,Male,54.0,Sarawak,6 orang dan lebih,4781.0,3267.3333
20192,Male,54.0,Sarawak,4 orang,4781.5,3030.3333
20195,Male,54.0,Sarawak,1 orang,4781.8335,4781.8335
20198,Female,67.0,Sarawak,6 orang dan lebih,4782.4165,4088.5833
20202,Female,67.0,Sarawak,3 orang,4783.3335,2963.8333
20212,Male,44.0,Sarawak,5 orang,4785.0,4785.0
20214,Male,57.0,Sarawak,6 orang dan lebih,4785.1665,2668.75
20218,Female,33.0,Sarawak,1 orang,4786.625,4786.625
20221,Male,52.0,Sarawak,4 orang,4787.0,3060.5833
20225,Male,40.0,Sarawak,5 orang,4788.0835,3166.3333
20229,Male,22.0,Sarawak,4 orang,4789.5835,2573.75
20232,Male,52.0,Sarawak,6 orang dan lebih,4790.8335,4790.8335
20234,Male,75.0,Sarawak,6 orang dan lebih,4791.0835,2888.9167
20236,Male,55.0,Sarawak,3 orang,4791.6665,1672.0
20237,Female,70.0,Sarawak,1 orang,4791.6665,4791.6665
20239,Male,31.0,Sarawak,2 orang,4792.0835,4792.0835
20247,Male,29.0,Sarawak,4 orang,4794.8335,4794.8335
20249,Male,57.0,Sarawak,4 orang,4795.6665,4795.6665
20256,Male,52.0,Sarawak,6 orang dan lebih,4796.9165,1668.6666
20259,Male,40.0,Sarawak,3 orang,4797.3335,2484.1667
20266,Male,30.0,Sarawak,1 orang,4799.1665,4799.1665
20267,Male,44.0,Sarawak,3 orang,4799.3335,2991.4167
20269,Female,56.0,Sarawak,2 orang,4799.4165,4799.4165
20274,Male,64.0,Sarawak,3 orang,4801.1665,2913.6667
20275,Male,56.0,Sarawak,6 orang dan lebih,4801.1665,1824.3334
20283,Male,65.0,Sarawak,6 orang dan lebih,4802.75,2561.75
20291,Male,57.0,Sarawak,4 orang,4803.8335,2830.75
20292,Male,62.0,Sarawak,2 orang,4804.0,4804.0
20297,Male,47.0,Sarawak,3 orang,4805.5,3986.4167
20298,Male,44.0,Sarawak,1 orang,4805.6665,4805.6665
20304,Female,45.0,Sarawak,1 orang,4806.6665,4806.6665
20311,Male,41.0,Sarawak,6 orang dan lebih,4808.4165,4808.4165
20316,Female,45.0,Sarawak,6 orang dan lebih,4809.9165,3425.8333
20337,Female,36.0,Sarawak,3 orang,4815.0,4815.0
20340,Male,57.0,Sarawak,1 orang,4815.4165,4815.4165
20343,Male,58.0,Sarawak,6 orang dan lebih,4816.0835,4003.5833
20344,Male,38.0,Sarawak,6 orang dan lebih,4816.3335,4816.3335
20345,Male,42.0,Sarawak,6 orang dan lebih,4816.4165,2283.6667
20353,Female,44.0,Sarawak,4 orang,4818.0835,4818.0835
20354,Male,62.0,Sarawak,5 orang,4818.3335,3343.75
20358,Male,48.0,Sarawak,3 orang,4819.1665,4819.1665
20361,Female,57.0,Sarawak,4 orang,4819.5,1370.8334
20363,Male,33.0,Sarawak,6 orang dan lebih,4820.4165,2727.0
20364,Male,63.0,Sarawak,6 orang dan lebih,4820.5835,2594.8333
20366,Female,24.0,Sarawak,4 orang,4822.5,3098.3333
20373,Male,55.0,Sarawak,4 orang,4823.0835,4823.0835
20374,Male,62.0,Sarawak,6 orang dan lebih,4823.25,2392.3333
20380,Male,49.0,Sarawak,6 orang dan lebih,4824.8335,4824.8335
20397,Male,34.0,Sarawak,6 orang dan lebih,4828.75,2787.5
20398,Male,60.0,Sarawak,6 orang dan lebih,4828.9165,4828.9165
20401,Male,41.0,Sarawak,5 orang,4829.5,4829.5
20409,Female,66.0,Sarawak,5 orang,4831.8335,4831.8335
20415,Male,56.0,Sarawak,6 orang dan lebih,4832.75,2350.4167
20417,Female,29.0,Sarawak,1 orang,4833.25,4833.25
20420,Male,48.0,Sarawak,1 orang,4833.4165,4833.4165
20422,Female,23.0,Sarawak,3 orang,4833.5835,3416.9167
20424,Female,40.0,Sarawak,6 orang dan lebih,4834.4165,2494.6667
20425,Male,52.0,Sarawak,4 orang,4834.6665,3574.6667
20426,Male,36.0,Sarawak,3 orang,4835.0835,2526.5
20428,Male,60.0,Sarawak,3 orang,4835.4165,2328.3333
20430,Male,37.0,Sarawak,6 orang dan lebih,4835.6665,2323.1667
20431,Female,48.0,Sarawak,5 orang,4835.8335,1665.8334
20435,Male,26.0,Sarawak,6 orang dan lebih,4836.75,2420.8333
20437,Male,36.0,Sarawak,5 orang,4836.8335,3741.5
20438,Male,75.0,Sarawak,2 orang,4837.1665,4837.1665
20439,Male,54.0,Sarawak,1 orang,4837.5,4837.5
20442,Male,56.0,Sarawak,4 orang,4837.75,4837.75
20445,Male,35.0,Sarawak,6 orang dan lebih,4838.6665,4838.6665
20446,Male,73.0,Sarawak,2 orang,4839.0,4839.0
20448,Female,34.0,Sarawak,1 orang,4839.5835,4839.5835
20464,Male,36.0,Sarawak,6 orang dan lebih,4842.3335,3234.8333
20470,Male,30.0,Sarawak,5 orang,4843.25,4843.25
20471,Male,62.0,Sarawak,6 orang dan lebih,4843.3335,3065.5
20472,Male,37.0,Sarawak,5 orang,4843.3335,4843.3335
20481,Male,37.0,Sarawak,5 orang,4845.5,2695.8333
20482,Male,41.0,Sarawak,5 orang,4846.5835,4846.5835
20488,Male,67.0,Sarawak,2 orang,4848.3335,2141.6667
20489,Male,54.0,Sarawak,4 orang,4848.5,2330.8333
20492,Male,39.0,Sarawak,4 orang,4849.5835,4849.5835
20494,Male,68.0,Sarawak,6 orang dan lebih,4849.9165,3274.0833
20497,Male,66.0,Sarawak,2 orang,4850.8335,4850.8335
20499,Male,45.0,Sarawak,1 orang,4851.3335,4851.3335
20505,Male,46.0,Sarawak,3 orang,4852.75,4852.75
20508,Female,47.0,Sarawak,2 orang,4853.25,4853.25
20512,Male,43.0,Sarawak,4 orang,4853.9165,4853.9165
20526,Female,54.0,Sarawak,2 orang,4856.25,4856.25
20529,Male,33.0,Sarawak,3 orang,4856.4165,4856.4165
20537,Male,58.0,Sarawak,6 orang dan lebih,4860.0,2900.0
20539,Female,28.0,Sarawak,4 orang,4860.5,3879.5
20542,Male,61.0,Sarawak,6 orang dan lebih,4861.4165,3244.75
20543,Male,62.0,Sarawak,4 orang,4861.4165,4861.4165
20562,Male,38.0,Sarawak,5 orang,4866.3335,2706.5833
20567,Male,48.0,Sarawak,4 orang,4866.9165,4866.9165
20571,Male,29.0,Sarawak,3 orang,4867.9165,2513.75
20580,Male,70.0,Sarawak,3 orang,4871.75,2238.9167
20585,Male,22.0,Sarawak,2 orang,4872.8335,2747.8333
20587,Male,53.0,Sarawak,4 orang,4873.0835,4628.0
20594,Female,23.0,Sarawak,2 orang,4875.0835,2320.25
20596,Male,68.0,Sarawak,2 orang,4875.6665,4875.6665
20605,Male,52.0,Sarawak,4 orang,4877.3335,3384.5
20606,Male,42.0,Sarawak,3 orang,4877.5,2881.5833
20609,Male,59.0,Sarawak,6 orang dan lebih,4878.25,1907.75
20613,Male,47.0,Sarawak,4 orang,4879.0,3358.5
20617,Male,52.0,Sarawak,6 orang dan lebih,4881.25,3009.7917
20619,Male,52.0,Sarawak,4 orang,4882.3335,2837.0
20620,Male,22.0,Sarawak,5 orang,4882.6665,3023.8333
20621,Male,50.0,Sarawak,5 orang,4882.6665,4882.6665
20634,Male,43.0,Sarawak,6 orang dan lebih,4885.3335,3313.0
20647,Female,26.0,Sarawak,1 orang,4888.8335,4888.8335
20648,Male,45.0,Sarawak,5 orang,4889.25,4889.25
20652,Male,40.0,Sarawak,3 orang,4889.9165,4889.9165
20657,Male,61.0,Sarawak,2 orang,4891.3335,4891.3335
20658,Male,48.0,Sarawak,6 orang dan lebih,4891.5835,2973.6667
20660,Male,41.0,Sarawak,4 orang,4892.7085,4200.5
20673,Male,41.0,Sarawak,5 orang,4894.9165,4894.9165
20675,Female,32.0,Sarawak,5 orang,4896.0,4896.0
20690,Female,49.0,Sarawak,3 orang,4900.0,4900.0
20697,Female,61.0,Sarawak,1 orang,4900.5,4900.5
20702,Male,60.0,Sarawak,3 orang,4901.5,4901.5
20705,Male,64.0,Sarawak,6 orang dan lebih,4902.0,1657.3334
20712,Female,46.0,Sarawak,3 orang,4903.1665,4903.1665
20716,Male,25.0,Sarawak,6 orang dan lebih,4904.0835,2482.4167
20724,Male,34.0,Sarawak,5 orang,4905.5835,4905.5835
20725,Male,41.0,Sarawak,5 orang,4906.0,3086.1667
20743,Male,40.0,Sarawak,1 orang,4908.9165,4908.9165
