,gender,age,state,Household Size,Household Income,income
24643,Male,55.0,Pahang,3 orang,5880.3335,5880.3335
24695,Male,40.0,Pahang,5 orang,5895.9165,3037.75
24696,Male,71.0,Pahang,2 orang,5896.4165,5896.4165
24749,Female,73.0,Pahang,3 orang,5911.9165,2710.9167
24792,Male,54.0,Pahang,6 orang dan lebih,5924.5,3992.8333
24808,Male,28.0,Pahang,3 orang,5932.9165,5932.9165
24815,Male,41.0,Pahang,3 orang,5935.5835,2797.6667
24820,Female,45.0,Pahang,1 orang,5936.6665,5936.6665
24847,Male,63.0,Pahang,5 orang,5945.4165,2741.25
24870,Female,50.0,Pahang,2 orang,5951.9585,3395.5833
24882,Female,56.0,Pahang,2 orang,5954.6665,5954.6665
24938,Female,19.0,Pahang,3 orang,5970.9585,1231.0416
24939,Male,67.0,Pahang,5 orang,5971.375,1697.5834
24986,Female,62.0,Pahang,2 orang,5983.9165,5983.9165
25010,Male,37.0,Pahang,3 orang,5989.5835,5035.8335
25022,Female,50.0,Pahang,6 orang dan lebih,5993.0835,3633.2083
25035,Female,66.0,Pahang,2 orang,5996.0,4905.9165
25069,Male,68.0,Pahang,4 orang,6006.3335,1489.3334
25158,Male,66.0,Pahang,2 orang,6032.9165,6032.9165
25187,Male,67.0,Pahang,6 orang dan lebih,6043.0,3202.7917
25207,Male,35.0,Pahang,4 orang,6048.2915,4825.4165
25230,Male,49.0,Pahang,3 orang,6056.1665,3485.5833
25248,Male,52.0,Pahang,5 orang,6061.75,1941.0
25253,Male,32.0,Pahang,4 orang,6064.9165,4729.8335
25316,Male,56.0,Pahang,3 orang,6080.5835,6080.5835
25358,Female,54.0,Pahang,2 orang,6095.4165,5737.7085
25485,Male,47.0,Pahang,4 orang,6130.2085,6130.2085
25515,Male,73.0,Pahang,5 orang,6138.375,1556.3334
25548,Female,40.0,Pahang,2 orang,6147.4585,5774.0415
25582,Male,65.0,Pahang,5 orang,6156.6665,6156.6665
25583,Male,41.0,Pahang,6 orang dan lebih,6157.0,2616.75
25648,Male,74.0,Pahang,3 orang,6172.5,6172.5
25674,Male,69.0,Pahang,4 orang,6184.75,5267.9165
25680,Male,55.0,Pahang,4 orang,6186.5,4366.5835
25690,Male,53.0,Pahang,5 orang,6189.75,6189.75
25697,Male,32.0,Pahang,2 orang,6191.75,1684.0834
25724,Female,47.0,Pahang,5 orang,6201.5835,6201.5835
25741,Male,52.0,Pahang,3 orang,6206.7085,3537.7083
25789,Male,32.0,Pahang,5 orang,6219.6665,2995.6667
25798,Male,40.0,Pahang,5 orang,6223.3335,4393.0
25882,Male,58.0,Pahang,2 orang,6247.75,6247.75
25894,Male,34.0,Pahang,6 orang dan lebih,6251.6665,5955.4165
25998,Male,62.0,Pahang,5 orang,6285.0,1297.0
26004,Male,68.0,Pahang,4 orang,6286.6665,4210.8335
26013,Male,69.0,Pahang,6 orang dan lebih,6288.5,2766.8333
26031,Male,51.0,Pahang,3 orang,6293.3335,3909.1667
26057,Female,32.0,Pahang,6 orang dan lebih,6300.5835,3319.5833
26087,Male,56.0,Pahang,3 orang,6310.375,1986.75
26145,Male,74.0,Pahang,4 orang,6326.6665,2699.1667
26150,Female,66.0,Pahang,2 orang,6327.2915,3270.5833
26260,Male,54.0,Pahang,4 orang,6365.1665,6365.1665
26265,Male,58.0,Pahang,4 orang,6367.0,2633.125
26299,Female,67.0,Pahang,5 orang,6377.5,2296.9167
26308,Male,49.0,Pahang,6 orang dan lebih,6378.6665,3256.9167
26330,Male,57.0,Pahang,4 orang,6384.6665,4818.0
26332,Male,53.0,Pahang,4 orang,6385.9165,6385.9165
26413,Male,43.0,Pahang,6 orang dan lebih,6411.3335,1519.5
26425,Male,66.0,Pahang,4 orang,6416.6665,2027.25
26429,Male,44.0,Pahang,4 orang,6418.9165,3701.1667
26431,Male,27.0,Pahang,3 orang,6419.3335,4816.0
26480,Male,30.0,Pahang,3 orang,6436.625,4134.4585
26530,Male,68.0,Pahang,1 orang,6454.1665,6454.1665
26557,Male,52.0,Pahang,1 orang,6462.6665,6462.6665
26559,Female,64.0,Pahang,4 orang,6463.75,2126.0
26584,Male,62.0,Pahang,3 orang,6475.0,2932.25
26671,Male,52.0,Pahang,6 orang dan lebih,6503.8335,3405.6667
26702,Male,63.0,Pahang,2 orang,6515.8335,6515.8335
26718,Male,30.0,Pahang,4 orang,6521.0,4026.1667
26768,Male,58.0,Pahang,4 orang,6538.75,5585.3335
26797,Female,78.0,Pahang,3 orang,6549.8335,4415.1665
26829,Male,38.0,Pahang,5 orang,6563.125,2461.7917
26833,Male,55.0,Pahang,1 orang,6564.25,6564.25
26893,Female,36.0,Pahang,3 orang,6590.375,6590.375
26902,Male,65.0,Pahang,4 orang,6593.5835,3602.25
26928,Male,26.0,Pahang,4 orang,6603.9585,3103.8333
27000,Female,65.0,Pahang,2 orang,6627.6665,4244.6665
27006,Male,40.0,Pahang,4 orang,6630.6665,6630.6665
27030,Male,59.0,Pahang,2 orang,6637.75,6637.75
27082,Male,72.0,Pahang,6 orang dan lebih,6662.375,3525.1667
27113,Male,37.0,Pahang,4 orang,6675.5835,4358.25
27125,Male,45.0,Pahang,3 orang,6680.1665,3544.8333
27129,Male,31.0,Pahang,4 orang,6680.6665,3409.9167
27190,Male,33.0,Pahang,5 orang,6698.3335,2882.4167
27225,Male,50.0,Pahang,6 orang dan lebih,6712.25,2931.5833
27226,Male,45.0,Pahang,4 orang,6712.9165,6712.9165
27294,Male,54.0,Pahang,3 orang,6745.5,6745.5
27300,Male,64.0,Pahang,3 orang,6747.6665,4910.25
27318,Male,60.0,Pahang,6 orang dan lebih,6753.4165,3189.0
27321,Male,54.0,Pahang,4 orang,6755.0,3390.0
27340,Male,58.0,Pahang,5 orang,6763.5415,2693.5
27386,Male,23.0,Pahang,3 orang,6781.3335,3620.625
27512,Male,59.0,Pahang,4 orang,6825.8335,4507.0
27516,Male,52.0,Pahang,3 orang,6828.0,4859.6665
27555,Male,36.0,Pahang,4 orang,6843.5835,4006.9167
27672,Male,64.0,Pahang,3 orang,6888.75,3134.4167
27708,Female,37.0,Pahang,6 orang dan lebih,6908.3335,6908.3335
27779,Male,53.0,Pahang,3 orang,6937.5835,2200.3333
27786,Female,43.0,Pahang,4 orang,6940.0,6940.0
27794,Male,39.0,Pahang,2 orang,6941.8335,5018.3335
27819,Male,34.0,Pahang,6 orang dan lebih,6951.5835,956.8333
27828,Male,41.0,Pahang,4 orang,6956.6665,6681.6665
27830,Male,64.0,Pahang,3 orang,6958.0835,5107.6665
27836,Male,51.0,Pahang,5 orang,6960.3335,4549.75
27844,Male,38.0,Pahang,5 orang,6964.1665,4419.5835
27878,Male,50.0,Pahang,6 orang dan lebih,6980.125,3152.8333
27879,Male,60.0,Pahang,2 orang,6980.1665,6980.1665
27931,Male,73.0,Pahang,4 orang,6996.5,3800.8333
28014,Male,41.0,Pahang,3 orang,7030.1665,4588.0835
28079,Female,76.0,Pahang,6 orang dan lebih,7057.75,1337.25
28117,Male,49.0,Pahang,2 orang,7070.9165,4003.8333
28150,Male,38.0,Pahang,4 orang,7083.4165,2801.5833
28243,Male,32.0,Pahang,1 orang,7115.5835,7115.5835
28246,Male,70.0,Pahang,5 orang,7117.25,3561.0
28276,Male,37.0,Pahang,1 orang,7127.625,7127.625
28294,Male,69.0,Pahang,4 orang,7136.6665,4117.6665
28356,Male,29.0,Pahang,3 orang,7158.6665,3616.8333
28383,Male,37.0,Pahang,4 orang,7169.7915,3574.7083
28394,Male,50.0,Pahang,5 orang,7175.7085,7175.7085
28403,Male,79.0,Pahang,5 orang,7179.0,5211.1665
28412,Male,58.0,Pahang,6 orang dan lebih,7182.2085,3047.9167
28449,Male,39.0,Pahang,5 orang,7197.4165,4301.0
28471,Male,35.0,Pahang,4 orang,7207.0835,1637.0834
28478,Female,45.0,Pahang,1 orang,7211.0,7211.0
28489,Male,71.0,Pahang,6 orang dan lebih,7215.9165,1182.0834
28500,Male,62.0,Pahang,5 orang,7219.0835,2209.25
28509,Male,65.0,Pahang,3 orang,7223.0835,7223.0835
28521,Male,39.0,Pahang,4 orang,7227.1665,4043.5
28588,Male,64.0,Pahang,4 orang,7258.75,3676.0833
28596,Male,51.0,Pahang,4 orang,7262.5415,7262.5415
28611,Male,55.0,Pahang,3 orang,7267.4165,1870.5834
28633,Male,44.0,Pahang,6 orang dan lebih,7277.5,7277.5
28634,Male,56.0,Pahang,2 orang,7277.5835,7277.5835
28636,Male,56.0,Pahang,6 orang dan lebih,7278.0,4269.25
28677,Male,30.0,Pahang,4 orang,7295.4585,7295.4585
28710,Male,46.0,Pahang,3 orang,7308.4165,2532.5
28721,Male,37.0,Pahang,4 orang,7311.9165,1762.3334
28730,Male,37.0,Pahang,4 orang,7317.5,7317.5
28779,Male,36.0,Pahang,6 orang dan lebih,7339.3335,3587.1667
28859,Male,74.0,Pahang,6 orang dan lebih,7381.0835,2182.5833
28875,Male,35.0,Pahang,2 orang,7390.4165,4603.125
28890,Female,55.0,Pahang,4 orang,7398.8335,3465.0
28950,Male,40.0,Pahang,5 orang,7427.3335,3531.5833
29027,Male,55.0,Pahang,4 orang,7459.875,5254.6665
29057,Male,54.0,Pahang,2 orang,7476.8335,3443.9167
29082,Male,66.0,Pahang,4 orang,7489.9165,4125.6665
29109,Male,72.0,Pahang,6 orang dan lebih,7503.3335,2775.9167
29167,Male,40.0,Pahang,5 orang,7532.25,2247.25
29191,Male,54.0,Pahang,3 orang,7545.4165,7545.4165
29242,Male,72.0,Pahang,3 orang,7570.3335,3977.75
29293,Male,39.0,Pahang,1 orang,7594.5835,7594.5835
29322,Female,47.0,Pahang,6 orang dan lebih,7609.4165,2379.75
29352,Male,56.0,Pahang,5 orang,7623.9165,4092.1667
29362,Male,61.0,Pahang,3 orang,7627.9165,7283.3335
29365,Male,40.0,Pahang,4 orang,7629.5835,3952.0833
29383,Male,79.0,Pahang,3 orang,7638.8335,2141.75
29436,Male,35.0,Pahang,5 orang,7663.9585,4496.375
29447,Male,34.0,Pahang,5 orang,7670.5,2624.9167
29507,Male,62.0,Pahang,3 orang,7697.3335,3238.0
29584,Male,65.0,Pahang,3 orang,7731.8335,5871.4165
29589,Male,59.0,Pahang,3 orang,7735.3335,4914.6665
29608,Male,26.0,Pahang,3 orang,7742.8335,2398.0833
29613,Male,52.0,Pahang,2 orang,7745.8335,7745.8335
29616,Male,64.0,Pahang,3 orang,7750.5835,6172.5835
29627,Male,63.0,Pahang,3 orang,7754.3335,7754.3335
29691,Male,60.0,Pahang,4 orang,7779.5,7779.5
29759,Male,33.0,Pahang,5 orang,7812.8335,5175.75
29761,Male,68.0,Pahang,3 orang,7813.7915,3355.1667
29766,Male,66.0,Pahang,6 orang dan lebih,7816.1665,3483.0
29805,Male,75.0,Pahang,2 orang,7836.4165,4296.5
29806,Male,47.0,Pahang,3 orang,7836.7085,2698.9167
29883,Male,44.0,Pahang,1 orang,7877.1665,7877.1665
29890,Male,45.0,Pahang,4 orang,7879.8335,6453.0835
29909,Male,39.0,Pahang,5 orang,7891.3335,7891.3335
29934,Male,32.0,Pahang,2 orang,7907.8335,4068.9167
29970,Male,45.0,Pahang,3 orang,7928.5835,1642.5834
29997,Male,28.0,Pahang,6 orang dan lebih,7938.9165,2796.0
30014,Female,34.0,Pahang,6 orang dan lebih,7947.125,2677.5417
30024,Male,43.0,Pahang,3 orang,7952.5,4212.5
30103,Male,36.0,Pahang,5 orang,7989.5,4344.25
30106,Female,57.0,Pahang,4 orang,7991.25,7991.25
30111,Male,59.0,Pahang,3 orang,7993.3335,4139.3335
30148,Female,44.0,Pahang,4 orang,8011.75,6855.0
30162,Male,39.0,Pahang,4 orang,8020.4165,6636.9165
30214,Male,37.0,Pahang,3 orang,8046.9165,4504.9165
30270,Male,44.0,Pahang,6 orang dan lebih,8077.2085,4656.9585
30362,Male,49.0,Pahang,5 orang,8138.125,1983.5834
30381,Male,62.0,Pahang,4 orang,8152.6665,8152.6665
30395,Male,62.0,Pahang,6 orang dan lebih,8162.6665,2813.0
30441,Male,60.0,Pahang,3 orang,8184.3335,3658.8333
30444,Male,35.0,Pahang,4 orang,8187.0,2416.125
30475,Male,42.0,Pahang,5 orang,8202.333,5321.6665
30520,Male,58.0,Pahang,4 orang,8227.667,8227.667
30551,Male,32.0,Pahang,2 orang,8247.833,4400.5835
30568,Female,51.0,Pahang,5 orang,8254.458,6231.4585
30586,Male,82.0,Pahang,6 orang dan lebih,8263.0,3612.9167
30592,Male,48.0,Pahang,5 orang,8265.292,6852.1665
30673,Female,42.0,Pahang,2 orang,8312.0,8312.0
30686,Male,51.0,Pahang,6 orang dan lebih,8315.375,3406.7083
30775,Male,49.0,Pahang,3 orang,8362.833,8362.833
30776,Male,59.0,Pahang,2 orang,8362.917,8362.917
30799,Male,29.0,Pahang,4 orang,8374.042,4629.9585
30835,Male,62.0,Pahang,4 orang,8402.25,2228.0
30855,Male,55.0,Pahang,6 orang dan lebih,8412.375,8412.375
30935,Male,44.0,Pahang,6 orang dan lebih,8454.167,8454.167
30990,Male,42.0,Pahang,5 orang,8483.25,2909.8333
31148,Male,49.0,Pahang,3 orang,8576.417,4375.0835
31181,Male,42.0,Pahang,6 orang dan lebih,8593.833,5550.4165
31209,Male,50.0,Pahang,3 orang,8603.708,4661.75
31298,Male,62.0,Pahang,4 orang,8659.0,5103.125
31336,Female,61.0,Pahang,4 orang,8679.333,3640.25
31382,Male,32.0,Pahang,4 orang,8707.75,6202.6665
31410,Male,49.0,Pahang,6 orang dan lebih,8724.792,2603.0833
31447,Male,46.0,Pahang,4 orang,8753.083,5575.0835
31470,Male,34.0,Pahang,3 orang,8765.625,4773.8335
31487,Male,42.0,Pahang,5 orang,8783.333,6020.75
31577,Male,60.0,Pahang,6 orang dan lebih,8842.417,3830.1667
31589,Male,39.0,Pahang,4 orang,8851.5,5964.0835
31618,Male,51.0,Pahang,5 orang,8872.667,4180.375
31705,Male,51.0,Pahang,5 orang,8921.333,6911.9585
31716,Male,22.0,Pahang,6 orang dan lebih,8928.75,2646.3333
31730,Male,42.0,Pahang,5 orang,8940.083,5925.25
31732,Male,55.0,Pahang,4 orang,8940.583,5322.0
31902,Male,35.0,Pahang,4 orang,9045.417,5170.0
31909,Male,52.0,Pahang,6 orang dan lebih,9054.0,4129.8335
31963,Male,66.0,Pahang,6 orang dan lebih,9088.0,5719.1665
32177,Male,68.0,Pahang,6 orang dan lebih,9237.083,3642.9167
32219,Male,41.0,Pahang,6 orang dan lebih,9273.333,9273.333
32274,Male,41.0,Pahang,5 orang,9311.292,4733.4165
32324,Male,59.0,Pahang,4 orang,9344.875,6585.7085
32331,Male,74.0,Pahang,3 orang,9347.5,7743.3335
32344,Male,47.0,Pahang,5 orang,9361.458,9361.458
32348,Male,30.0,Pahang,3 orang,9364.25,6889.5835
32389,Female,30.0,Pahang,5 orang,9394.708,6596.75
32489,Male,48.0,Pahang,6 orang dan lebih,9470.708,8090.5835
32539,Male,65.0,Pahang,3 orang,9516.083,1147.5834
32636,Male,39.0,Pahang,5 orang,9604.0,3410.8333
32708,Female,49.0,Pahang,2 orang,9648.875,6551.2085
32726,Male,43.0,Pahang,3 orang,9667.25,9667.25
32752,Male,55.0,Pahang,4 orang,9686.75,1769.5
32872,Male,65.0,Pahang,5 orang,9774.25,2836.0
32898,Male,40.0,Pahang,5 orang,9795.583,9795.583
32922,Male,48.0,Pahang,6 orang dan lebih,9819.792,5704.5415
32932,Male,37.0,Pahang,4 orang,9831.667,4667.5
32949,Male,61.0,Pahang,3 orang,9847.958,2492.75
32959,Male,41.0,Pahang,4 orang,9856.167,4985.6665
33045,Male,56.0,Pahang,4 orang,9927.375,8580.25
33082,Male,42.0,Pahang,5 orang,9948.25,7819.5
33097,Male,40.0,Pahang,5 orang,9959.5,4934.9165
33121,Male,70.0,Pahang,4 orang,9990.5,1952.5834
33167,Male,51.0,Pahang,4 orang,10022.167,3004.6667
33195,Male,35.0,Pahang,5 orang,10043.958,5607.5
33222,Male,60.0,Pahang,3 orang,10063.25,5954.5835
33394,Male,40.0,Pahang,6 orang dan lebih,10209.458,10209.458
33557,Male,49.0,Pahang,6 orang dan lebih,10363.75,8269.583
33564,Male,37.0,Pahang,5 orang,10371.667,5686.125
33613,Male,53.0,Pahang,6 orang dan lebih,10415.417,6295.8335
33656,Male,33.0,Pahang,4 orang,10469.167,10469.167
33668,Male,53.0,Pahang,3 orang,10481.083,10481.083
33685,Male,34.0,Pahang,3 orang,10505.292,4915.7085
33687,Male,59.0,Pahang,4 orang,10505.625,8602.542
33783,Male,33.0,Pahang,5 orang,10595.0,5507.9165
33799,Female,41.0,Pahang,6 orang dan lebih,10616.833,3632.0
33858,Male,59.0,Pahang,5 orang,10678.333,3760.1667
33861,Female,34.0,Pahang,5 orang,10680.208,3816.1667
33885,Male,52.0,Pahang,3 orang,10712.5,10712.5
33928,Male,66.0,Pahang,5 orang,10747.667,4170.1665
33968,Male,79.0,Pahang,2 orang,10802.917,10802.917
33998,Male,51.0,Pahang,4 orang,10827.833,6244.9165
34017,Male,55.0,Pahang,4 orang,10853.417,2176.6667
34020,Male,32.0,Pahang,5 orang,10855.333,7313.5835
34036,Male,45.0,Pahang,4 orang,10867.167,10867.167
34046,Male,58.0,Pahang,5 orang,10877.667,9467.167
34052,Male,45.0,Pahang,4 orang,10883.792,7089.4585
34066,Male,45.0,Pahang,6 orang dan lebih,10901.0,6858.9165
34100,Male,61.0,Pahang,2 orang,10937.0,6747.6665
34252,Male,69.0,Pahang,5 orang,11114.0,4078.2083
34295,Male,44.0,Pahang,6 orang dan lebih,11157.917,11157.917
34304,Male,43.0,Pahang,3 orang,11162.5,3633.75
34307,Male,39.0,Pahang,5 orang,11163.417,5021.75
34334,Male,46.0,Pahang,4 orang,11193.75,4243.9165
34392,Male,41.0,Pahang,5 orang,11265.667,7570.25
34436,Male,52.0,Pahang,5 orang,11323.583,4013.0
34462,Male,51.0,Pahang,6 orang dan lebih,11351.417,2538.4167
34521,Male,57.0,Pahang,4 orang,11425.417,6607.4165
34528,Male,64.0,Pahang,6 orang dan lebih,11438.375,3857.125
34610,Male,40.0,Pahang,5 orang,11527.542,8812.958
34658,Male,66.0,Pahang,6 orang dan lebih,11589.583,11589.583
34714,Male,35.0,Pahang,6 orang dan lebih,11663.083,9608.833
34766,Male,55.0,Pahang,3 orang,11745.917,7858.8335
34890,Male,53.0,Pahang,6 orang dan lebih,11922.583,10483.375
34986,Male,59.0,Pahang,2 orang,12051.167,9005.083
34997,Male,45.0,Pahang,3 orang,12063.083,6863.8335
35122,Male,47.0,Pahang,5 orang,12214.25,4725.0835
35141,Male,44.0,Pahang,6 orang dan lebih,12239.667,6155.8335
35160,Male,78.0,Pahang,6 orang dan lebih,12266.75,2935.2083
35174,Male,57.0,Pahang,5 orang,12290.75,3562.8333
35269,Male,66.0,Pahang,5 orang,12436.167,7226.7085
35279,Male,60.0,Pahang,5 orang,12449.5,3796.5
35372,Male,63.0,Pahang,5 orang,12585.083,3127.4167
35394,Male,36.0,Pahang,3 orang,12608.667,6698.0835
35415,Male,72.0,Pahang,6 orang dan lebih,12665.583,5124.0835
35509,Male,50.0,Pahang,5 orang,12840.25,7825.3335
35553,Male,51.0,Pahang,3 orang,12912.333,8673.958
35557,Male,46.0,Pahang,6 orang dan lebih,12920.708,6539.1665
35570,Male,61.0,Pahang,4 orang,12941.042,4772.3335
35591,Male,40.0,Pahang,4 orang,12981.75,6019.9165
35629,Male,71.0,Pahang,6 orang dan lebih,13053.333,1005.0833
35639,Male,67.0,Pahang,6 orang dan lebih,13074.417,3442.75
35724,Male,42.0,Pahang,6 orang dan lebih,13243.167,7830.8335
35897,Male,36.0,Pahang,4 orang,13558.667,6799.6665
35901,Male,53.0,Pahang,6 orang dan lebih,13568.125,4974.2915
35962,Male,47.0,Pahang,4 orang,13685.208,7601.5835
35992,Male,41.0,Pahang,6 orang dan lebih,13737.333,6727.9165
36080,Male,45.0,Pahang,5 orang,13943.333,7775.8335
36207,Male,46.0,Pahang,6 orang dan lebih,14238.083,7337.5415
36248,Male,52.0,Pahang,6 orang dan lebih,14349.583,8373.333
36523,Male,33.0,Pahang,5 orang,15041.0,7900.25
36541,Male,37.0,Pahang,5 orang,15093.25,7874.9165
36549,Male,52.0,Pahang,5 orang,15105.417,6573.75
36662,Female,46.0,Pahang,3 orang,15425.0,15425.0
36835,Male,47.0,Pahang,5 orang,15970.917,8749.333
36875,Male,56.0,Pahang,3 orang,16131.417,8712.0
36881,Male,54.0,Pahang,3 orang,16141.667,8858.333
36932,Male,49.0,Pahang,6 orang dan lebih,16366.125,9474.875
37016,Male,40.0,Pahang,6 orang dan lebih,16715.0,9093.083
37024,Male,38.0,Pahang,6 orang dan lebih,16739.666,9432.833
37158,Male,34.0,Pahang,5 orang,17246.334,9308.667
37208,Male,38.0,Pahang,5 orang,17442.334,8746.167
37269,Male,45.0,Pahang,5 orang,17724.709,9741.958
37404,Male,48.0,Pahang,5 orang,18451.0,14197.5
37425,Male,39.0,Pahang,5 orang,18570.084,9798.25
37631,Male,72.0,Pahang,6 orang dan lebih,19675.25,13218.667
37718,Male,56.0,Pahang,6 orang dan lebih,20322.125,5324.5
37764,Male,57.0,Pahang,3 orang,20708.791,8461.875
37816,Male,83.0,Pahang,5 orang,21239.334,4106.8335
37889,Female,63.0,Pahang,5 orang,22093.416,8404.667
37921,Male,29.0,Pahang,6 orang dan lebih,22612.5,22612.5
37945,Male,48.0,Pahang,5 orang,22988.666,11646.333
38091,Male,51.0,Pahang,4 orang,25872.375,25872.375
86,Female,73.0,Negeri Sembilan,1 orang,898.3333,898.3333
143,Female,62.0,Negeri Sembilan,1 orang,961.6667,961.6667
264,Male,71.0,Negeri Sembilan,1 orang,1056.6666,1056.6666
344,Female,78.0,Negeri Sembilan,1 orang,1097.0,1097.0
392,Male,74.0,Negeri Sembilan,2 orang,1117.0,1117.0
498,Male,62.0,Negeri Sembilan,2 orang,1172.0,1172.0
523,Female,68.0,Negeri Sembilan,1 orang,1182.0,1182.0
527,Female,74.0,Negeri Sembilan,1 orang,1183.3334,1183.3334
585,Female,65.0,Negeri Sembilan,1 orang,1206.5834,1206.5834
736,Male,68.0,Negeri Sembilan,1 orang,1263.0,1263.0
830,Female,67.0,Negeri Sembilan,1 orang,1293.8334,1293.8334
861,Female,83.0,Negeri Sembilan,1 orang,1301.6666,1301.6666
934,Male,39.0,Negeri Sembilan,2 orang,1322.5,1322.5
938,Male,72.0,Negeri Sembilan,2 orang,1324.0,1324.0
1059,Male,58.0,Negeri Sembilan,2 orang,1367.0,1367.0
1077,Male,67.0,Negeri Sembilan,2 orang,1371.6666,1371.6666
1128,Female,63.0,Negeri Sembilan,1 orang,1390.5,1390.5
1133,Male,70.0,Negeri Sembilan,1 orang,1391.6666,1391.6666
1151,Female,65.0,Negeri Sembilan,2 orang,1395.8334,1395.8334
1216,Female,63.0,Negeri Sembilan,1 orang,1416.8334,1416.8334
1312,Female,62.0,Negeri Sembilan,2 orang,1443.0834,1443.0834
1329,Male,47.0,Negeri Sembilan,1 orang,1447.3334,1447.3334
1337,Female,73.0,Negeri Sembilan,1 orang,1452.0,1452.0
1341,Female,71.0,Negeri Sembilan,1 orang,1452.8334,1452.8334
1346,Female,64.0,Negeri Sembilan,1 orang,1453.8334,1453.8334
1357,Female,77.0,Negeri Sembilan,1 orang,1458.0,1458.0
1455,Male,57.0,Negeri Sembilan,1 orang,1487.0,1487.0
1475,Male,67.0,Negeri Sembilan,2 orang,1493.25,1493.25
1527,Male,35.0,Negeri Sembilan,5 orang,1508.3334,1508.3334
1605,Female,54.0,Negeri Sembilan,2 orang,1527.5,1527.5
1612,Female,74.0,Negeri Sembilan,1 orang,1529.0,1529.0
1613,Male,55.0,Negeri Sembilan,1 orang,1529.1666,1529.1666
1617,Male,68.0,Negeri Sembilan,1 orang,1530.5834,1530.5834
1769,Female,70.0,Negeri Sembilan,1 orang,1565.0,1565.0
1783,Male,54.0,Negeri Sembilan,2 orang,1567.5,1567.5
1790,Male,73.0,Negeri Sembilan,2 orang,1569.0,1569.0
1820,Male,80.0,Negeri Sembilan,2 orang,1577.0,1577.0
1853,Male,30.0,Negeri Sembilan,4 orang,1585.0,1585.0
1914,Female,81.0,Negeri Sembilan,1 orang,1600.0,1600.0
1918,Female,75.0,Negeri Sembilan,1 orang,1600.5,1600.5
1961,Female,76.0,Negeri Sembilan,1 orang,1611.8334,1611.8334
1968,Female,56.0,Negeri Sembilan,3 orang,1613.0,1613.0
1985,Male,66.0,Negeri Sembilan,2 orang,1617.0,1617.0
1987,Male,65.0,Negeri Sembilan,1 orang,1617.1666,1617.1666
2031,Female,66.0,Negeri Sembilan,2 orang,1629.8334,988.1667
2040,Female,41.0,Negeri Sembilan,2 orang,1631.8334,1631.8334
2043,Male,56.0,Negeri Sembilan,1 orang,1632.0,1632.0
2044,Male,70.0,Negeri Sembilan,2 orang,1632.0,1632.0
2063,Female,78.0,Negeri Sembilan,1 orang,1637.0,1637.0
2108,Female,75.0,Negeri Sembilan,1 orang,1645.8334,1645.8334
2125,Female,78.0,Negeri Sembilan,2 orang,1649.0,1649.0
2131,Male,78.0,Negeri Sembilan,2 orang,1650.8334,1650.8334
2154,Female,43.0,Negeri Sembilan,2 orang,1655.0,1655.0
2164,Male,40.0,Negeri Sembilan,6 orang dan lebih,1658.0,1658.0
2192,Female,80.0,Negeri Sembilan,1 orang,1665.0,1665.0
2197,Female,73.0,Negeri Sembilan,1 orang,1665.8334,1665.8334
2215,Male,76.0,Negeri Sembilan,2 orang,1668.5834,1668.5834
2265,Male,77.0,Negeri Sembilan,2 orang,1680.25,1680.25
2291,Male,67.0,Negeri Sembilan,2 orang,1685.0,1685.0
2349,Male,76.0,Negeri Sembilan,2 orang,1697.5,1697.5
2377,Female,75.0,Negeri Sembilan,1 orang,1703.0,1703.0
2430,Male,73.0,Negeri Sembilan,2 orang,1716.0,1716.0
2440,Female,60.0,Negeri Sembilan,1 orang,1717.0,1717.0
2474,Male,75.0,Negeri Sembilan,2 orang,1724.1666,1724.1666
2510,Female,54.0,Negeri Sembilan,3 orang,1733.3334,1733.3334
2511,Female,78.0,Negeri Sembilan,1 orang,1733.3334,1733.3334
2516,Male,83.0,Negeri Sembilan,2 orang,1735.0,1735.0
2550,Male,42.0,Negeri Sembilan,5 orang,1740.8334,1740.8334
2552,Male,74.0,Negeri Sembilan,2 orang,1741.25,1741.25
2572,Male,62.0,Negeri Sembilan,1 orang,1745.0,1745.0
2593,Male,60.0,Negeri Sembilan,2 orang,1750.0,1750.0
2599,Male,77.0,Negeri Sembilan,2 orang,1750.8334,1750.8334
2601,Male,78.0,Negeri Sembilan,2 orang,1751.0834,1751.0834
2603,Female,72.0,Negeri Sembilan,1 orang,1751.6666,1751.6666
2614,Female,50.0,Negeri Sembilan,2 orang,1754.0,1754.0
2631,Female,61.0,Negeri Sembilan,2 orang,1758.3334,1758.3334
2697,Female,62.0,Negeri Sembilan,2 orang,1770.0,1770.0
2704,Female,69.0,Negeri Sembilan,1 orang,1771.0,1771.0
2767,Male,77.0,Negeri Sembilan,2 orang,1785.5,1785.5
2792,Male,70.0,Negeri Sembilan,2 orang,1791.6666,1016.6667
2824,Male,65.0,Negeri Sembilan,2 orang,1796.1666,1796.1666
2835,Male,69.0,Negeri Sembilan,1 orang,1799.0,1799.0
2838,Male,80.0,Negeri Sembilan,2 orang,1800.0,1800.0
2839,Male,68.0,Negeri Sembilan,2 orang,1800.0,1800.0
2841,Female,77.0,Negeri Sembilan,1 orang,1800.0,1800.0
2848,Female,85.0,Negeri Sembilan,1 orang,1801.0,1801.0
2859,Male,66.0,Negeri Sembilan,2 orang,1802.5834,1802.5834
